Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
373;13;Celulares e Telefones;MLB50301060;Smartphone Motorola Moto G56 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) Camera 50mp Sony Lytia 600 Ultrarresistencia Militar E Ip68 + Ip69 - Cinza Cinza-escuro;1298,00;4,9;10883;https://www.mercadolivre.com.br/smartphone-motorola-moto-g56-5g-256gb-16gb-8gb-ram8gb-ram-boost-camera-50mp-sony-lytia-600-ultrarresistencia-militar-e-ip68-ip69-cinza/p/MLB50301060;;;;
374;14;Celulares e Telefones;MLB57492226;Samsung Galaxy Buds Core, Fone De Ouvido, Sem Fio, Cancelamento De Ruído, Interprete Inteligente Branco;293,64;4,9;5274;https://www.mercadolivre.com.br/samsung-galaxy-buds-core-fone-de-ouvido-sem-fio-cancelamento-de-ruido-interprete-inteligente-branco/p/MLB57492226;;;;
375;15;Celulares e Telefones;MLB54015578;Fone De Ouvido Bluetooth Sem Fio Com Visor Intra Auricular Estéreo Graves Potentes Microfone Integrado Bateria Longa Duração Compatível Com Todos Os Celulares Notebook Tablet Música Corrida Preto;19,00;4,5;14446;https://www.mercadolivre.com.br/fone-de-ouvido-bluetooth-sem-fio-com-visor-intra-auricular-estereo-graves-potentes-microfone-integrado-bateria-longa-duraco-compativel-com-todos-os-celulares-notebook-tablet-musica-corrida/p/MLB54015578;;;;
376;16;Celulares e Telefones;MLB47815743;Fone De Ouvido Bluetooth Sem Fio Tws Esportivo Compatível Com iPhone Samsung Xiaomi Lenovo Motorola Xt80 Lp75 Celular Android Ios Academia Caminhada Tipo Gancho Casenn;58,10;4,7;6430;https://www.mercadolivre.com.br/fone-de-ouvido-bluetooth-sem-fio-tws-esportivo-compativel-com-iphone-samsung-xiaomi-lenovo-motorola-xt80-lp75-celular-android-ios-academia-caminhada-tipo-gancho-casenn/p/MLB47815743;;;;
377;17;Celulares e Telefones;MLB62393027;Cartão De Memória Para Câmeras Wi-fi Drones 256gb Micro Sd Classe 10 Ultra 100mb/s Cartão Sd Marca Kateluo;39,49;4,3;1763;https://www.mercadolivre.com.br/carto-de-memoria-para-cmeras-wi-fi-drones-256gb-micro-sd-classe-10-ultra-100mbs-carto-sd-marca-kateluo/p/MLB62393027;;;;
378;18;Celulares e Telefones;MLB56625214;Carregador Turbo 40w Compativel Com iPhone 8 X Xr 11 12 13 14 Pro Max Usb Tipo C Duplo;48,40;4,8;3238;https://www.mercadolivre.com.br/carregador-turbo-40w-compativel-com-iphone-8-x-xr-11-12-13-14-pro-max-usb-tipo-c-duplo/p/MLB56625214;;;;
379;19;Celulares e Telefones;MLB53398167;Fone De Ouvido Bluetooth Sem Fio Tws Bateria De Longa Duração E Conexão Ultra Rápida Hardline;22,99;4,5;14206;https://www.mercadolivre.com.br/fone-de-ouvido-bluetooth-sem-fio-tws-bateria-de-longa-duraco-e-conexo-ultra-rapida-hardline/p/MLB53398167;;;;
380;20;Celulares e Telefones;MLB63224561;Cartão De Memória Para Câmeras Wi-fi Drones 128gb Micro Sd Classe 10 Ultra 100mb/s Cartão Sd Marca Mymotors;24,95;4,3;510;https://www.mercadolivre.com.br/carto-de-memoria-para-cmeras-wi-fi-drones-128gb-micro-sd-classe-10-ultra-100mbs-carto-sd-marca-mymotors/p/MLB63224561;;;;
401;1;Construção;MLB48564616;Régua Extensão Elétrica 6 Tomadas Filtro Linha 10a Cabo 1 Metro;23,99;4,6;40642;https://www.mercadolivre.com.br/regua-extenso-eletrica-6-tomadas-filtro-linha-10a-cabo-1-metro/p/MLB48564616;;;;
402;2;Construção;MLB24327117;Chuveiro Loren Shower Eletronico Ducha Lorenzetti Cor Branco Potência 5500 W Voltagem 127v 5.5 Kw;128,00;4,8;31928;https://www.mercadolivre.com.br/chuveiro-loren-shower-eletronico-ducha-lorenzetti-cor-branco-potncia-5500-w-voltagem/p/MLB24327117;;;;
403;3;Construção;MLB48955718;Fio Verde 2,5mm Cabo Flexível Rolo Com 100 Metros Elétrico 750v Fioccom;60,00;4,6;10466;https://www.mercadolivre.com.br/fio-verde-25mm-cabo-flexivel-rolo-com-100-metros-eletrico-750v-fioccom/p/MLB48955718;;;;
404;4;Construção;MLB61260720;Transformador 5000va 110-220 Ou 220-110 Conversor Bivolt 12000 Btus C/ N F Geladeira Ar Condicionado Impressoras Brother Microondas Máquina Costura Lavar Roupas;145,54;4,8;2026;https://www.mercadolivre.com.br/transformador-5000va-110-220-ou-220-110-conversor-bivolt-12000-btus-c-n-f-geladeira-ar-condicionado-impressoras-brother-microondas-maquina-costura-lavar-roupas/p/MLB61260720;;;;
405;5;Construção;MLB25869456;Torneira Tik De Casa Cozinha Parede Cromada Com Filtro Gourmet Flexível Cromado Brilhante;75,65;4,6;9255;https://www.mercadolivre.com.br/torneira-tik-de-casa-cozinha-parede-cromada-com-filtro-gourmet-flexivel/p/MLB25869456;;;;
406;6;Construção;MLB28144064;Cabo Flexivel Sil Flexível 1x10mm² Vermelho X 100m Em Rolo;1102,45;4,9;24301;https://www.mercadolivre.com.br/cabo-flexivel-sil-flexivel-1x10mm-vermelho-x-100m-em-rolo/p/MLB28144064;;;;
407;7;Construção;MLB45553868;Torneira Gourmet Luxo Flexível Cozinha Parede 2 Jatos Pia Cor Preto - Marca Camperluz;46,18;4,5;17023;https://www.mercadolivre.com.br/torneira-gourmet-luxo-flexivel-cozinha-parede-2-jatos-pia-cor-preto-marca-camperluz/p/MLB45553868;;;;
408;8;Construção;MLB15482469;Chuveiro Elétrico De Parede Lorenzetti Bella Ducha 4t Branco 5500w 127v 5.5 Kw;75,90;4,7;18057;https://www.mercadolivre.com.br/chuveiro-eletrico-de-parede-lorenzetti-bella-ducha-4t-branco-5500w/p/MLB15482469;;;;
409;9;Construção;MLB15480158;Lorenzetti Chuveiro Elétrico De Parede Acqua Ultra Duo Preto Cromado 6800w 220v 6.8 Kw;605,00;4,8;53995;https://www.mercadolivre.com.br/lorenzetti-chuveiro-eletrico-de-parede-acqua-ultra-duo-preto-cromado-6800w/p/MLB15480158;;;;
410;10;Construção;MLB48957224;Fio Verde 1,5mm Cabo Flexível Rolo 100m Eletrico 750v fioccom;39,84;4,7;4009;https://www.mercadolivre.com.br/fio-verde-15mm-cabo-flexivel-rolo-100m-eletrico-750vfioccom/p/MLB48957224;;;;
411;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;;;;
412;12;Construção;MLB-3552736433;Fio Elétrico Cabo Flexível 2,5mm Rolo 100m Metros Antichamas;62,95;4,5;12490;https://produto.mercadolivre.com.br/MLB-3552736433-fio-eletrico-cabo-flexivel-25mm-rolo-100m-metros-antichamas-_JM;;;;
413;13;Construção;MLB24171243;Extensão Elétrica 5 Metros 10a Cabo Pp Reforçada Cor Preto Click Cabos;25,20;4,6;11755;https://www.mercadolivre.com.br/extenso-eletrica-5-metros-10a-cabo-pp-reforcada-cor-preto-click-cabos/p/MLB24171243;;;;
414;14;Construção;MLB35966954;Interruptor Inteligente Relé Wifi Novadigital 1 Canal 10a Mini Smart Switch Tuya Smart Life Alexa 110v 220v Bivolt Branco;29,38;4,8;6029;https://www.mercadolivre.com.br/interruptor-inteligente-rele-wifi-novadigital-1-canal-10a-mini-smart-switch-tuya-smart-life-alexa-110v-220v-bivolt-branco/p/MLB35966954;;;;
416;16;Construção;MLB16052642;Bomba Periferica Ferrari Acquapump 1/2cv Ip44 Monofasico Rotor Em Bronze Amarelo 220v 60 Monofásica;137,70;4,7;22592;https://www.mercadolivre.com.br/bomba-periferica-ferrari-acquapump-12cv-ip44-monofasico-rotor-em-bronze/p/MLB16052642;;;;
417;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;;;;
418;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;;;;
437;1;Câmeras e Acessórios;MLB51892201;Microfone Hollyland Lark M2 Lark M2 Combo Branco Branco;899,00;4,9;13435;https://www.mercadolivre.com.br/microfone-hollyland-lark-m2-lark-m2-combo-branco-branco/p/MLB51892201;;;;
438;2;Câmeras e Acessórios;MLB19766716;Cartão Micro Sd 64gb 32tbw;78,99;4,9;7994;https://www.mercadolivre.com.br/carto-micro-sd-64gb-32tbw/p/MLB19766716;;;;
439;3;Câmeras e Acessórios;MLB28727311;Adaptador Usb-c 3.1 Type-c Fêmea Para Usb-a 3.0 Macho Marca Rhead;19,90;4,6;153;https://www.mercadolivre.com.br/adaptador-usb-c-31-type-c-fmea-para-usb-a-30-macho-marca-rhead/p/MLB28727311;;;;
440;4;Câmeras e Acessórios;MLB62053405;Ring Light 10 Polegadas Com Tripé 2,10m Profissional Video Maker Suporte Celular E Led 3 Cores Iluminação Maquiagem E Gravações Luxside;50,92;4,7;313;https://www.mercadolivre.com.br/ring-light-10-polegadas-com-tripe-210m-profissional-video-maker-suporte-celular-e-led-3-cores-iluminaco-maquiagem-e-gravacoes-luxside/p/MLB62053405;;;;
441;5;Câmeras e Acessórios;MLB52068976;Microfone Sem Fio Lapela Vianova Imã Duplo Anti Ruído Para iPhone 11 12 13 14 Preto;63,98;4,6;748;https://www.mercadolivre.com.br/microfone-sem-fio-lapela-vianova-im-duplo-anti-ruido-para-iphone-11-12-13-14/p/MLB52068976;;;;
442;6;Câmeras e Acessórios;MLB53445760;Suporte De Peito Para Celular Câmera Peitoral Cinturão Ajustável Moto Bicicleta Esporte - Davely Preto;25,90;4,7;757;https://www.mercadolivre.com.br/suporte-de-peito-para-celular-cmera-peitoral-cinturo-ajustavel-moto-bicicleta-esporte-davely/p/MLB53445760;;;;
443;7;Câmeras e Acessórios;MLB25049281;Album Fotográfico 10x15 120 Fotos Vertical 24 Horas Cor Azul-marinho Cor;19,38;4,6;6750;https://www.mercadolivre.com.br/album-fotografico-10x15-120-fotos-vertical-24-horas-cor-azul-marinho-cor/p/MLB25049281;;;;
444;8;Câmeras e Acessórios;MLB19951743;Cabo Rápido Usb Para Tipo- C Baseus Cafule Nylon 3a 1 Metro Cor Preto;48,40;4,9;7239;https://www.mercadolivre.com.br/cabo-rapido-usb-para-tipo-c-baseus-cafule-nylon-3a-1-metro-cor-preto/p/MLB19951743;;;;
445;9;Câmeras e Acessórios;MLB58364022;Drone Mini Pro Câmera 4k Com Gps 2 Baterias Completo Com Assistente De Pouso E Sensores De Obstáculos + Maleta De Transporte Drone Cinza;168,00;4,2;531;https://www.mercadolivre.com.br/drone-mini-pro-cmera-4k-com-gps-2-baterias-completo-com-assistente-de-pouso-e-sensores-de-obstaculos-maleta-de-transporte-drone-cinza/p/MLB58364022;;;;
446;10;Câmeras e Acessórios;MLB29229396;Filme Instantâneo Fujifilm Instax Mini 40 Fotos;215,00;4,9;6631;https://www.mercadolivre.com.br/filme-instantneo-fujifilm-instax-mini-40-fotos/p/MLB29229396;;;;
447;11;Câmeras e Acessórios;MLB40183181;Tripé Profissional Meeky 1,40m Celular E Dslr Cabeça Hidráulica 3kg Preto;105,00;4,8;2953;https://www.mercadolivre.com.br/tripe-profissional-meeky-140m-celular-e-dslr-cabeca-hidraulica-3kg/p/MLB40183181;;;;
448;12;Câmeras e Acessórios;MLB44256391;Suporte De Peito Para Celular Câmera Peitoral Cinturao Ajustavel Moto Bicicleta Esporte - Goodvision;24,60;4,7;2918;https://www.mercadolivre.com.br/suporte-de-peito-para-celular-cmera-peitoral-cinturao-ajustavel-moto-bicicleta-esporte-goodvision/p/MLB44256391;;;;
449;13;Câmeras e Acessórios;MLB19766720;Cartão Micro Sd 128gb 64tbw Intelbras;140,00;4,9;4020;https://www.mercadolivre.com.br/carto-micro-sd-128gb-64tbw-intelbras/p/MLB19766720;;;;
450;14;Câmeras e Acessórios;MLB54930643;Tripé Dobrável Com Led E Controle Bluetooth Para Gravações Cor Preto;34,82;4,6;600;https://www.mercadolivre.com.br/tripe-dobravel-com-led-e-controle-bluetooth-para-gravacoes-cor-preto/p/MLB54930643;;;;
451;15;Câmeras e Acessórios;MLB29225390;Filme Instantâneo Fujifilm Instax- Total De 10 Fotos Preto/branco;68,99;4,9;3882;https://www.mercadolivre.com.br/filme-instantneo-fujifilm-instax-total-de-10-fotos/p/MLB29225390;;;;
452;16;Câmeras e Acessórios;MLB23123237;Cartão De Memória Micro Sd 32gb Wd Purple 16tbw Intelbras P/ Cftv E Segurança;52,43;4,9;2227;https://www.mercadolivre.com.br/carto-de-memoria-micro-sd-32gb-wd-purple-16tbw-intelbras-p-cftv-e-seguranca/p/MLB23123237;;;;
453;17;Câmeras e Acessórios;MLB29615316;Kit Câmera Fujifilm Instax Mini 12 Bolsa Filme Spray Art Cor Rosa;591,70;4,9;1650;https://www.mercadolivre.com.br/kit-cmera-fujifilm-instax-mini-12-bolsa-filme-spray-art-cor-rosa/p/MLB29615316;;;;
454;18;Câmeras e Acessórios;MLB29314871;Tripé Bastão De Selfie Controle Bluetooth P/ Celular Câmera Bvezy Preto;21,90;4,3;662;https://www.mercadolivre.com.br/tripe-basto-de-selfie-controle-bluetooth-p-celular-cmera-bvezy/p/MLB29314871;;;;
455;19;Câmeras e Acessórios;MLB62253108;Microfones Hollyland Lark A1 Combo Microfone Azul-celeste;799,00;4,9;1555;https://www.mercadolivre.com.br/microfones-hollyland-lark-a1-combo-microfone-azul-celeste/p/MLB62253108;;;;
456;20;Câmeras e Acessórios;N/A;Rolo Papel Térmico Adesivo Câmera Infantil Impressora Kit 10 Branco;35,61;4,7;178;https://www.mercadolivre.com.br/rolo-papel-termico-adesivo-camera-infantil-impressora-kit-10/up/MLBU3079748201;;;;
477;1;Eletrodomésticos;MLB18932156;Ventilador De Mesa 30cm Super Power Mondial 60w Vsp-30-b 30 Cm Preto 127v Prata Polipropileno 6;104,76;4,7;133296;https://www.mercadolivre.com.br/ventilador-de-mesa-30cm-super-power-mondial-60w-vsp-30-b/p/MLB18932156;;;;
478;2;Eletrodomésticos;MLB15699909;Liquidificador Turbo Power Mondial 550w L-99 Wb Branco/preto 220v;152,00;4,7;258209;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-wb/p/MLB15699909;;;;
479;3;Eletrodomésticos;MLB25850957;Grill Sanduicheira Cadence San400 Elétrica Chapa Misteira Tostex Tostequeira Hambúrguer Click;106,90;4,9;45205;https://www.mercadolivre.com.br/grill-sanduicheira-cadence-san400-eletrica-chapa-misteira-tostex-tostequeira-hamburguer-click/p/MLB25850957;;;;
480;4;Eletrodomésticos;MLB23370534;Ventilador De Parede E Mesa 180w 50cm 2 Em 1 Wap Flow Turbo;180,00;4,7;38414;https://www.mercadolivre.com.br/ventilador-de-parede-e-mesa-180w-50cm-2-em-1-wap-flow-turbo/p/MLB23370534;;;;
481;5;Eletrodomésticos;MLB27761961;Ventisol 40cm Ventilador De Coluna Ultra Turbo 6 60 Hz;274,00;4,7;49417;https://www.mercadolivre.com.br/ventisol-40cm-ventilador-de-coluna-ultra-turbo-6-60-hz/p/MLB27761961;;;;
482;6;Eletrodomésticos;MLB27062753;Ventilador De Coluna Britânia Bvt450 Maxx Force 160w;226,53;4,8;18259;https://www.mercadolivre.com.br/ventilador-de-coluna-britnia-bvt450-maxx-force-160w/p/MLB27062753;;;;
483;7;Eletrodomésticos;MLB13409956;Chaleira Eletrica Atacama 1,8l - Unitermi;49,99;4,8;107829;https://www.mercadolivre.com.br/chaleira-eletrica-atacama-18l-unitermi/p/MLB13409956;;;;
484;8;Eletrodomésticos;MLB23414010;Aspirador De Pó Vertical E Portátil Wap High Speed Plus 1350w 1,2 Litros Filtro Hepa Tecnologia Cyclone 3 Em 1;207,00;4,7;41536;https://www.mercadolivre.com.br/aspirador-de-po-vertical-e-portatil-wap-high-speed-plus-1350w-12-litros-filtro-hepa-tecnologia-cyclone-3-em-1/p/MLB23414010;;;;
485;9;Eletrodomésticos;MLB46107953;Liquidificador Pratic Turbo Iii Mondial 550w L-93-bg Preto 220v;94,05;4,8;18421;https://www.mercadolivre.com.br/liquidificador-pratic-turbo-iii-mondial-550w-l-93-bg/p/MLB46107953;;;;
486;10;Eletrodomésticos;MLB36448357;Ventilador Arno X-treme 9 De Mesa 40cm Ve90 Cor Preto Pás Azul;579,00;4,8;5909;https://www.mercadolivre.com.br/ventilador-arno-x-treme-9-de-mesa-40cm-ve90-cor-preto-pas-azul/p/MLB36448357;;;;
487;11;Eletrodomésticos;MLB18997754;Liquidificador Easy Power Mondial 550w - L-550-r Vermelho 220v;85,79;4,7;68452;https://www.mercadolivre.com.br/liquidificador-easy-power-mondial-550w-l-550-r/p/MLB18997754;;;;
488;12;Eletrodomésticos;MLB16602518;Liquidificador Oster Oliq610 1400w Full 3,2l Cor Preto;183,00;4,7;41574;https://www.mercadolivre.com.br/liquidificador-oster-oliq610-1400w-full-32l-cor-preto/p/MLB16602518;;;;
489;13;Eletrodomésticos;MLB15578943;Liquidificador Ph900 Com 12 Velocidades E Pulsar Potência De 1200w Cor Vermelho Philco;144,69;4,8;68170;https://www.mercadolivre.com.br/liquidificador-ph900-com-12-velocidades-e-pulsar-potncia-de-1200w-cor-vermelho-philco/p/MLB15578943;;;;
490;14;Eletrodomésticos;MLB18709030;Mixer Turbo Chef 3 Em 1 200w Triturador E Fuet Elgin Preto 127v;106,63;4,8;32273;https://www.mercadolivre.com.br/mixer-turbo-chef-3-em-1-200w-triturador-e-fuet-elgin/p/MLB18709030;;;;
491;15;Eletrodomésticos;MLB27291667;Ventilador Bvt400 Maxx Force 2 Em 1 150w Preto Britânia 40 Cm 127v Cinza 6;194,90;4,8;14977;https://www.mercadolivre.com.br/ventilador-bvt400-maxx-force-2-em-1-150w-preto-britnia/p/MLB27291667;;;;
492;16;Eletrodomésticos;MLB19723843;Ferro De Passar Seco E Vapor Electrolux Efficient Base Antiaderente Vapor Vertical Extra 1200w De Potência Cabo 1,35m Esi10 Azul 127v;88,94;4,8;17245;https://www.mercadolivre.com.br/ferro-de-passar-seco-e-vapor-electrolux-efficient-base-antiaderente-vapor-vertical-extra-1200w-de-potncia-cabo-135m-esi10/p/MLB19723843;;;;
493;17;Eletrodomésticos;MLB23434212;Ventilador De Coluna Silencioso Wap Flow Turbo 180w 8 Pás Com Ajuste De Altura E 3 Velocidades;271,00;4,7;13785;https://www.mercadolivre.com.br/ventilador-de-coluna-silencioso-wap-flow-turbo-180w-8-pas-com-ajuste-de-altura-e-3-velocidades/p/MLB23434212;;;;
494;18;Eletrodomésticos;MLB24804661;Purificador De Água Gelada Fria E Natural Eletrônico Placa Compacto Electrolux Pe12g Com Filtro Carvão 6 Meses Ou 3000l Painel Touch Cinza 127/220v;572,94;4,8;14881;https://www.mercadolivre.com.br/purificador-de-agua-gelada-fria-e-natural-eletrnico-placa-compacto-electrolux-pe12g-com-filtro-carvo-6-meses-ou-3000l-painel-touch-cinza/p/MLB24804661;;;;
495;19;Eletrodomésticos;MLB6309815;Micro-ondas Electrolux 20l Branco Com Função Tira Odor E Descongelar Mto30 127v;449,10;4,8;39757;https://www.mercadolivre.com.br/micro-ondas-electrolux-20l-branco-com-funco-tira-odor-e-descongelar-mto30/p/MLB6309815;;;;
496;20;Eletrodomésticos;MLB16016318;Batedeira Prática Mondial 400w B-44 W;111,69;4,8;52562;https://www.mercadolivre.com.br/batedeira-pratica-mondial-400w-b-44-w/p/MLB16016318;;;;
517;1;Eletrônicos, Áudio e Vídeo;MLB54014512;Roku Streaming Stick Tvbox Aparelho Transforma Tv Em Smart Conversor Smart Tv Controle Voz Wi-fi Longo Alcance | Original Nf-e | Com Apps E Canais Ao Vivo Grátis Sistema Rápido;220,00;4,9;15222;https://www.mercadolivre.com.br/roku-streaming-stick-tvbox-aparelho-transforma-tv-em-smart-conversor-smart-tv-controle-voz-wi-fi-longo-alcance-original-nf-e-com-apps-e-canais-ao-vivo-gratis-sistema-rapido/p/MLB54014512;;;;
519;3;Eletrônicos, Áudio e Vídeo;MLB40196735;Fone De Ouvido Haixia Sem Fio Tws Bluetooth 5.1 Cor Preto Cancelamento Cvc Chamadas Hd Modo Jogo Baixa Latência Bateria Longa Estojo Magnético Controle Touch;40,54;4,6;11834;https://www.mercadolivre.com.br/fone-de-ouvido-haixia-sem-fio-tws-bluetooth-51-cor-preto-cancelamento-cvc-chamadas-hd-modo-jogo-baixa-latncia-bateria-longa-estojo-magnetico-controle-touch/p/MLB40196735;;;;
521;5;Eletrônicos, Áudio e Vídeo;MLB50981260;Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Rosa;166,19;4,9;6953;https://www.mercadolivre.com.br/fone-de-ouvido-soundcore-p20i-bluetooth-53-grave-potente-drivers-10mm-30h-bateria-carregamento-rapido-app-personalizaco-de-som-via-app-ipx5-2-mics-ia-para-chamadas-claras-case-compacto-cor-rosa/p/MLB50981260;;;;
522;6;Eletrônicos, Áudio e Vídeo;MLB45862017;Suporte Tv Fixo Universal 10'' A 100'' Polegadas Para Todas As Marcas - Parosflux;19,00;4,8;30657;https://www.mercadolivre.com.br/suporte-tv-fixo-universal-10-a-100-polegadas-para-todas-as-marcas-parosflux/p/MLB45862017;;;;
523;7;Eletrônicos, Áudio e Vídeo;MLB48959123;Projetor Hy320 Davely Smart Tv Android Wifi6 390 Ansi Lumens Full Hd 4k Mini Projetor Portátil Preto Com Controle Remoto 127/220v;227,03;4,5;15403;https://www.mercadolivre.com.br/projetor-hy320-davely-smart-tv-android-wifi6-390-ansi-lumens-full-hd-4k-mini-projetor-portatil-preto-com-controle-remoto/p/MLB48959123;;;;
524;8;Eletrônicos, Áudio e Vídeo;MLB48955624;Mini Projetor Hy300 Android 4k Portátil Wi-fi Bluetooth Hdmi Usb Cinema Em Casa Compacto Alta Resolução Full Hd Smart Projetor Davely Celular Notebook Games Apresentação;186,90;4,8;3087;https://www.mercadolivre.com.br/mini-projetor-hy300-android-4k-portatil-wi-fi-bluetooth-hdmi-usb-cinema-em-casa-compacto-alta-resoluco-full-hd-smart-projetor-davely-celular-notebook-games-apresentaco/p/MLB48955624;;;;
525;9;Eletrônicos, Áudio e Vídeo;MLB25907245;Fone Bluetooth Compatível Com Ios, Android, Samsung E iPhone Cor Branco B Basto;35,90;4,3;2096;https://www.mercadolivre.com.br/fone-bluetooth-compativel-com-ios-android-samsung-e-iphone-cor-branco-b-basto/p/MLB25907245;;;;
526;10;Eletrônicos, Áudio e Vídeo;MLB36563300;Kit Com 32 Pilhas Alcalinas Aaa Duracell;149,90;4,9;12359;https://www.mercadolivre.com.br/kit-com-32-pilhas-alcalinas-aaa-duracell/p/MLB36563300;;;;
527;11;Eletrônicos, Áudio e Vídeo;MLB50912025;Cabo Hdmi 5m Metros Preto Premium 4k Blindado Gold 3d Full;25,11;4,7;8215;https://www.mercadolivre.com.br/cabo-hdmi-5m-metros-preto-premium-4k-blindado-gold-3d-full/p/MLB50912025;;;;
528;12;Eletrônicos, Áudio e Vídeo;MLB34016199;Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Usb-c, Lightning E Camera Preto;710,00;4,9;13435;https://www.mercadolivre.com.br/microfone-hollyland-lark-m2-duo-combo-duplo-para-2-pessoas-usb-c-lightning-e-camera-preto/p/MLB34016199;;;;
529;13;Eletrônicos, Áudio e Vídeo;MLB21205494;Suporte Tv Articulado Móvel Universal 14 Á 55 Polegadas Até 50kg Tv/lcd/ Led Preto;48,12;4,5;2060;https://www.mercadolivre.com.br/suporte-tv-articulado-movel-universal-14-a-55-polegadas-ate-50kg-tvlcd-led/p/MLB21205494;;;;
530;14;Eletrônicos, Áudio e Vídeo;MLB39456212;Smart Tv 32 Philco Ptv32k34rkgb Roku Tv Led Dolby Audio;854,05;4,8;6816;https://www.mercadolivre.com.br/smart-tv-32-philco-ptv32k34rkgb-roku-tv-led-dolby-audio/p/MLB39456212;;;;
531;15;Eletrônicos, Áudio e Vídeo;MLB19748584;Pilha Alcalina Aa Pequena Duracell Com 16 Unidades;99,90;4,9;14666;https://www.mercadolivre.com.br/pilha-alcalina-aa-pequena-duracell-com-16-unidades/p/MLB19748584;;;;
532;16;Eletrônicos, Áudio e Vídeo;MLB61517857;Smart Tv Profissional 4k 50 LG Uhd 50au801 Processador 7 Ai Ger8 Super Upscaling Google Cast Alexa Integrado Controle Ai Smart Magic Webos 25;2099,00;4,9;733;https://www.mercadolivre.com.br/smart-tv-profissional-4k-50-lg-uhd-50au801-processador-7-ai-ger8-super-upscaling-google-cast-alexa-integrado-controle-ai-smart-magic-webos-25/p/MLB61517857;;;;
533;17;Eletrônicos, Áudio e Vídeo;MLB45938041;Headset Gamer C/ Fio Jbl Quantum 100 M2 - Preto Cor Cyan;349,99;4,8;12511;https://www.mercadolivre.com.br/headset-gamer-c-fio-jbl-quantum-100-m2-preto-cor-cyan/p/MLB45938041;;;;
534;18;Eletrônicos, Áudio e Vídeo;MLB55899525;Kit 10 Cabos Hdmi 10m Gold Ultra High Speed 4k 120hz Blindado Full Hd 3d Premium Marqs Home Compatível Com Ps5 Tv Smart Projetor Pc;369,90;4,7;5253;https://www.mercadolivre.com.br/kit-10-cabos-hdmi-10m-gold-ultra-high-speed-4k-120hz-blindado-full-hd-3d-premium-marqs-home-compativel-com-ps5-tv-smart-projetor-pc/p/MLB55899525;;;;
535;19;Eletrônicos, Áudio e Vídeo;MLB57348074;Smart Tv Philips 43 Full Hd 43pfg6910/78 Wi-fi;1371,78;4,8;1306;https://www.mercadolivre.com.br/smart-tv-philips-43-full-hd-43pfg691078-wi-fi/p/MLB57348074;;;;
536;20;Eletrônicos, Áudio e Vídeo;MLB21673065;Pilha Alcalina Aaa Philips Bateria 3a Palito 16 Unidades;35,90;4,8;5181;https://www.mercadolivre.com.br/pilha-alcalina-aaa-philips-bateria-3a-palito-16-unidades/p/MLB21673065;;;;
557;1;Esportes e Fitness;MLB19539520;Creatina Monohidratada 150g Soldiers Nutrition 100% Pura Importada Performance Músculo Treino Sem Sabor;29,90;4,8;431720;https://www.mercadolivre.com.br/creatina-monohidratada-150g-soldiers-nutrition-100-pura-importada-performance-musculo-treino/p/MLB19539520;;;;
558;2;Esportes e Fitness;MLB15067119;Whey Protein Concentrado - 1,8 Kg Dux Nutrition Sabor Morango;309,90;4,9;36570;https://www.mercadolivre.com.br/whey-protein-concentrado-18-kg-dux-nutrition-sabor-morango/p/MLB15067119;;;;
559;3;Esportes e Fitness;MLB19049047;Whey Concentrado 80% Whey Protein Growth Supplements Sabor Torta De Limão;177,00;4,9;19884;https://www.mercadolivre.com.br/whey-concentrado-80-whey-protein-growth-supplements-sabor-torta-de-limo/p/MLB19049047;;;;
560;4;Esportes e Fitness;MLB18552153;Creatina 100% Pura Pouch 1kg Integralmédica Neutro;115,00;4,8;139790;https://www.mercadolivre.com.br/creatina-100-pura-pouch-1kg-integralmedica/p/MLB18552153;;;;
561;5;Esportes e Fitness;MLB45338539;Suplemento Em Pó Pre Treino Pre Workout Pote 150g Sabor Energético Ftw - Diabo Verde;39,00;4,7;45367;https://www.mercadolivre.com.br/suplemento-em-po-pre-treino-pre-workout-pote-150g-sabor-energetico-ftw-diabo-verde/p/MLB45338539;;;;
