Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
427;9;Construção;MLB15480158;Lorenzetti Chuveiro Elétrico De Parede Acqua Ultra Duo Preto Cromado 6800w 220v 6.8 Kw;605,00;4,8;53995;https://www.mercadolivre.com.br/lorenzetti-chuveiro-eletrico-de-parede-acqua-ultra-duo-preto-cromado-6800w/p/MLB15480158;N/A;5;27/05/2023;Gostamos bastante do chuveiro aquece muito bem e vai servir para o inverno aqui de curitiba,vi muita gente reclamando porém o problema é na instalação tem que prestar bastante atenção no manual e se não souber bem como instalar chame alguém que saiba ele não deve ficar com muita distância da parece pra não ficar inclinado forçando o nível de encaixe e muito importante não esquecer de passar os lubrificante nas conexões que não vai ter problema.
427;9;Construção;MLB15480158;Lorenzetti Chuveiro Elétrico De Parede Acqua Ultra Duo Preto Cromado 6800w 220v 6.8 Kw;605,00;4,8;53995;https://www.mercadolivre.com.br/lorenzetti-chuveiro-eletrico-de-parede-acqua-ultra-duo-preto-cromado-6800w/p/MLB15480158;N/A;5;22/06/2022;"Se eu fosse pelos comentários negativos, não teria comprado. O chuveiro é muito bom, não faz barulho anormal, não vaza, não pinga depois que desliga, esquenta muiito, fácil de instalar, o regulador de pressão é automático, que se ajusta de acordo com a pressão da água. A água sai quente em menos de 8 segundos, isso que está fazendo 10 graus na minha região. Minha dica é; não sabe instalar, não instale, chame um profissional que saiba o que está fazendo, não quem acha que sabe. A instalação elétrica bem dimensionada, é fundamental pro bom funcionamento. Sem dúvidas foi uma ótima compra."
427;9;Construção;MLB15480158;Lorenzetti Chuveiro Elétrico De Parede Acqua Ultra Duo Preto Cromado 6800w 220v 6.8 Kw;605,00;4,8;53995;https://www.mercadolivre.com.br/lorenzetti-chuveiro-eletrico-de-parede-acqua-ultra-duo-preto-cromado-6800w/p/MLB15480158;N/A;5;04/06/2023;"Ele é lindo.
Porém é um pouco difícil de encaixar ele, ele esquenta muito rápido e é lindo e maravilhoso."
427;9;Construção;MLB15480158;Lorenzetti Chuveiro Elétrico De Parede Acqua Ultra Duo Preto Cromado 6800w 220v 6.8 Kw;605,00;4,8;53995;https://www.mercadolivre.com.br/lorenzetti-chuveiro-eletrico-de-parede-acqua-ultra-duo-preto-cromado-6800w/p/MLB15480158;N/A;4;29/01/2024;Minha opinião sobre o chuveiro é a seguinte como onde eu moro é uma região bem fria a água da caixa fica bem gelada por mais que o chuveiro tenha uma boa potência de 7. 800w não adianta muito já que o chuveiro é bem grande e espalha muita água fica melhor se utilizar ele com a ducha lateral já que assim o volume de água é menor e o aquecimento melhora, usar os 2 abertos pra sair água só se for um dia bem quente. O chuveirinho que acompanha o produto não gostei muito pois ele se abre com muita facilidade fazendo assim o chuveiro esvaziar podendo assim causar a queima da resistência já que o chuveiro acaba ficando sem água. Tirando isso o acabamento é a parte estética não tem o que dizer o chuveiro é lindo.
428;10;Construção;MLB48957224;Fio Verde 1,5mm Cabo Flexível Rolo 100m Eletrico 750v fioccom;39,84;4,7;4009;https://www.mercadolivre.com.br/fio-verde-15mm-cabo-flexivel-rolo-100m-eletrico-750vfioccom/p/MLB48957224;N/A;5;05/09/2025;Não é cobre puro, é alucobre. Serve perfeitamente para iluminação por led em área externa como muros. Nunca use na rede elétrica interna da sua casa.
428;10;Construção;MLB48957224;Fio Verde 1,5mm Cabo Flexível Rolo 100m Eletrico 750v fioccom;39,84;4,7;4009;https://www.mercadolivre.com.br/fio-verde-15mm-cabo-flexivel-rolo-100m-eletrico-750vfioccom/p/MLB48957224;N/A;5;12/03/2025;Dependendo do uso em circuitos de baixa corrente(iluminação led, fitas e spots) é um excelente custo benefício, não recomendo para circuitos de tomadas. A diferença de qualidade é muito perceptível aos fios 100% cobre, porem este custa 1/3 do valor, então ja era de se esperar esta diferença.
428;10;Construção;MLB48957224;Fio Verde 1,5mm Cabo Flexível Rolo 100m Eletrico 750v fioccom;39,84;4,7;4009;https://www.mercadolivre.com.br/fio-verde-15mm-cabo-flexivel-rolo-100m-eletrico-750vfioccom/p/MLB48957224;N/A;5;24/08/2025;"Ele é bom para fazer parte elétrica de lâmpadas fracas de led 9 w. Tem uma auto elétrica de carro mas para mexer com automóveis ele não serve ele apodrece.
Mas para fazer instalação para carregadores de celulares e lâmpadas ele é excelente."
428;10;Construção;MLB48957224;Fio Verde 1,5mm Cabo Flexível Rolo 100m Eletrico 750v fioccom;39,84;4,7;4009;https://www.mercadolivre.com.br/fio-verde-15mm-cabo-flexivel-rolo-100m-eletrico-750vfioccom/p/MLB48957224;N/A;5;30/08/2025;Gostei muito do fio que chegaram.
428;10;Construção;MLB48957224;Fio Verde 1,5mm Cabo Flexível Rolo 100m Eletrico 750v fioccom;39,84;4,7;4009;https://www.mercadolivre.com.br/fio-verde-15mm-cabo-flexivel-rolo-100m-eletrico-750vfioccom/p/MLB48957224;N/A;5;14/11/2025;Ideal pra fazer fio remote. Bom.
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;08/05/2023;"O chuveiro atendeu a minha necessidade.
A instalação elétrica da minha casa é antiga e os cabos são finos de 4 mm o que vem do padrão. Se colocar um chuveiro com mais potência os cabos não suportam ,então esse me atendeu bem nessa situação, porém no inverno tem que usar o chuveiro com a água com menos pressão pois se aumentar não dá conta de esquentar mas atende muito bem na minha situação. Não tenho nada a reclamar do produto."
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;16/06/2022;Esse chuveiro é excelente, uso ele a décadas! a água sai em um fluxo direto e forte, sem espalhar para os lados e esquenta bastante. O banho com ele é super agradavel. Recomendo.
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;14/08/2023;Aquece rápido, melhor do que eu esperava, achei que aquece mais que a linha antiga com resistência em espiral.
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;27/05/2023;Super recomendo. Este chuveiro e super economico e silencioso tambem. Lembrando que ele e de 3200 wats. No meu caso estou buscando economia.
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;24/06/2024;Bom produto. Honesto. Antes desse, usei um advanced da lorenzetti que durou 10 anos. O loren shower é menor, mas aproveita bem a área para o feixe de água. Além disto, a curvatura que ele possui espalha lateralmente a ducha e mesmo com a pressão baixa do encanamento não fica aquele 'conta gotas'. Satisfeito até o momento.
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;4;21/06/2024;A lorenzetti é uma boa marca, porém esse chuveiro que comprei ele não desliga as vezes e eu nem tomo banho muito quente ele sempre fica no verão ou desligado mesmo quando tá frio, e mesmo assim quando eu desligo as vezes ele fica ligado eu tenho que desligar na chavinha.
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;4;02/12/2021;A questão é que na foto aparece o revestimento do cano e ele não vem no pacote. Fui pela imagem e não pela descrição. Mas o produto funciona pelo menos kkk só não vem o revestimento do cano.
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;06/06/2025;Ducha tem uma vazão de água muito boa, onde torna um banho mais agradável, para aquecer a água na temperatura máxima demora um pouco, mas nada que comprometa o banho, uma das melhores ducha que tive da marca lorenzetti. Top….
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;05/05/2024;"Eu comprei pq eu precisava de uma ducha com a potência mais baixa de 4. 600w 40a. Pois a instalação elétrica aqui não aguenta mais doque isso e a pressão da água é baixa. O outro 4t queimava a pele no quente e o disjuntor desarmava.
No meu caso valeu à pena, está atendendo muito bem!l."
429;11;Construção;MLB15481244;Lorenzetti Maxi Ducha Ultra Branco 5500w;76,50;4,8;24736;https://www.mercadolivre.com.br/lorenzetti-maxi-ducha-ultra-branco-5500w/p/MLB15481244;N/A;5;22/06/2023;Funciona perfeitamente. Adorei a aquisição e compraria novamente.
430;12;Construção;MLB-3552736433;Fio Elétrico Cabo Flexível 2,5mm Rolo 100m Metros Antichamas;62,95;4,5;12490;https://produto.mercadolivre.com.br/MLB-3552736433-fio-eletrico-cabo-flexivel-25mm-rolo-100m-metros-antichamas-_JM;N/A;4;11/04/2024;O problema e que esses cabos não são exatamente de cobre e sim um banho. E com o passar do tempo ele desgasta e da problema no serviço executado.
430;12;Construção;MLB-3552736433;Fio Elétrico Cabo Flexível 2,5mm Rolo 100m Metros Antichamas;62,95;4,5;12490;https://produto.mercadolivre.com.br/MLB-3552736433-fio-eletrico-cabo-flexivel-25mm-rolo-100m-metros-antichamas-_JM;N/A;5;26/04/2024;"Confesso que pelo valor baixo eu estava desconfiado, mas ao receber os fios e verificar a densidade e qualidade do cobre, eu fiquei pasmo, pois é muito superior em termo de qualidade do que eu esperava. Me surpreendeu positivamente.
Parabéns."
430;12;Construção;MLB-3552736433;Fio Elétrico Cabo Flexível 2,5mm Rolo 100m Metros Antichamas;62,95;4,5;12490;https://produto.mercadolivre.com.br/MLB-3552736433-fio-eletrico-cabo-flexivel-25mm-rolo-100m-metros-antichamas-_JM;N/A;5;07/08/2024;Comprei para fazer a elétrica da minha casa, nada muito pesado para o circuito e sei que os fios são alumínio banhado com cobre, mas é um ótimo produto e não deixei emendas fiação direta então perfeito, agora os fios antigos estavam cheios de emenda e mau feita. Estou contente com a compra, agora é aguardar os anos e ver como será a durabilidade dos fios, mas pelo preço que está os de marca amei esses kkkkkk.
430;12;Construção;MLB-3552736433;Fio Elétrico Cabo Flexível 2,5mm Rolo 100m Metros Antichamas;62,95;4,5;12490;https://produto.mercadolivre.com.br/MLB-3552736433-fio-eletrico-cabo-flexivel-25mm-rolo-100m-metros-antichamas-_JM;N/A;5;15/05/2024;No começo pelo preço eu achei que não era muito bom mais é excelente.
430;12;Construção;MLB-3552736433;Fio Elétrico Cabo Flexível 2,5mm Rolo 100m Metros Antichamas;62,95;4,5;12490;https://produto.mercadolivre.com.br/MLB-3552736433-fio-eletrico-cabo-flexivel-25mm-rolo-100m-metros-antichamas-_JM;N/A;5;18/04/2024;Usei os fios para fazer esse projeto de iluminação, me atendeu super bem, otima qualidade, cobre bom, com certeza recomendo.
431;13;Construção;MLB24171243;Extensão Elétrica 5 Metros 10a Cabo Pp Reforçada Cor Preto Click Cabos;25,20;4,6;11755;https://www.mercadolivre.com.br/extenso-eletrica-5-metros-10a-cabo-pp-reforcada-cor-preto-click-cabos/p/MLB24171243;N/A;5;04/08/2023;"Mto boa! mim arrependi de não ter comprado maior.
Valeu excelente."
431;13;Construção;MLB24171243;Extensão Elétrica 5 Metros 10a Cabo Pp Reforçada Cor Preto Click Cabos;25,20;4,6;11755;https://www.mercadolivre.com.br/extenso-eletrica-5-metros-10a-cabo-pp-reforcada-cor-preto-click-cabos/p/MLB24171243;N/A;5;14/06/2023;Excelente, perfeito para as minhas necessidades. Eu recomendo.
431;13;Construção;MLB24171243;Extensão Elétrica 5 Metros 10a Cabo Pp Reforçada Cor Preto Click Cabos;25,20;4,6;11755;https://www.mercadolivre.com.br/extenso-eletrica-5-metros-10a-cabo-pp-reforcada-cor-preto-click-cabos/p/MLB24171243;N/A;5;13/07/2023;Excelente qualidade. Cumpriram conforme prometido. Recomendo a todos.
431;13;Construção;MLB24171243;Extensão Elétrica 5 Metros 10a Cabo Pp Reforçada Cor Preto Click Cabos;25,20;4,6;11755;https://www.mercadolivre.com.br/extenso-eletrica-5-metros-10a-cabo-pp-reforcada-cor-preto-click-cabos/p/MLB24171243;N/A;5;28/06/2023;Produto de qualidade não falha.
431;13;Construção;MLB24171243;Extensão Elétrica 5 Metros 10a Cabo Pp Reforçada Cor Preto Click Cabos;25,20;4,6;11755;https://www.mercadolivre.com.br/extenso-eletrica-5-metros-10a-cabo-pp-reforcada-cor-preto-click-cabos/p/MLB24171243;N/A;5;14/07/2024;Não era que eu esperava do fio ser mais grosso dá para usar como um aparelho de som máquina de lavar só não aconselho aparelhos de solda máquinas de solda.
432;14;Construção;MLB35966954;Interruptor Inteligente Relé Wifi Novadigital 1 Canal 10a Mini Smart Switch Tuya Smart Life Alexa 110v 220v Bivolt Branco;31,70;4,8;6030;https://www.mercadolivre.com.br/interruptor-inteligente-rele-wifi-novadigital-1-canal-10a-mini-smart-switch-tuya-smart-life-alexa-110v-220v-bivolt-branco/p/MLB35966954;N/A;5;09/06/2024;O produto é ótimo, atendeu perfeitamente minhas necessidades, além do mais com um valor excelente se comparado a outras marcas. Única coisa que achei um pouco complicado foi o manual de instalação, tendo em vista que não sou profissional da área, no entanto, assiti um vídeo no youtube e me ajudou muito com a instalação, outro ponto é que pude usar o mesmo aplicativo que já tinha de outra marca. Recomendo. Produto top.
432;14;Construção;MLB35966954;Interruptor Inteligente Relé Wifi Novadigital 1 Canal 10a Mini Smart Switch Tuya Smart Life Alexa 110v 220v Bivolt Branco;31,70;4,8;6030;https://www.mercadolivre.com.br/interruptor-inteligente-rele-wifi-novadigital-1-canal-10a-mini-smart-switch-tuya-smart-life-alexa-110v-220v-bivolt-branco/p/MLB35966954;N/A;4;02/05/2024;Já utilizo equipamentos semelhantes. Este tem um circuito auxiliar para usar o interruptor comum como alternativa para ligar a lâmpada manualmente. Gostei.
432;14;Construção;MLB35966954;Interruptor Inteligente Relé Wifi Novadigital 1 Canal 10a Mini Smart Switch Tuya Smart Life Alexa 110v 220v Bivolt Branco;31,70;4,8;6030;https://www.mercadolivre.com.br/interruptor-inteligente-rele-wifi-novadigital-1-canal-10a-mini-smart-switch-tuya-smart-life-alexa-110v-220v-bivolt-branco/p/MLB35966954;N/A;5;26/08/2024;Funcionando perfeitamente.
432;14;Construção;MLB35966954;Interruptor Inteligente Relé Wifi Novadigital 1 Canal 10a Mini Smart Switch Tuya Smart Life Alexa 110v 220v Bivolt Branco;31,70;4,8;6030;https://www.mercadolivre.com.br/interruptor-inteligente-rele-wifi-novadigital-1-canal-10a-mini-smart-switch-tuya-smart-life-alexa-110v-220v-bivolt-branco/p/MLB35966954;N/A;5;10/07/2025;Otimo, é bem pequenininho e cabe na caixinha dos interruptores, é quase do tamanho de uma cxa de fósforo acredito que até menor, testei e esta funcionando certinho.
432;14;Construção;MLB35966954;Interruptor Inteligente Relé Wifi Novadigital 1 Canal 10a Mini Smart Switch Tuya Smart Life Alexa 110v 220v Bivolt Branco;31,70;4,8;6030;https://www.mercadolivre.com.br/interruptor-inteligente-rele-wifi-novadigital-1-canal-10a-mini-smart-switch-tuya-smart-life-alexa-110v-220v-bivolt-branco/p/MLB35966954;N/A;5;24/10/2024;Excelente produto usei para ligar os refletores dispensa aquele monte de fios a instalação fica mais bonita e a praticidade na hora de usar eu recomendo vale a pena ter aqui em casa temos mais de 15 é muito bom.
433;15;Construção;MLB24656724;3 Mantas Asfáltica Aluminizada Telhado Auto Adesiva 45cmx10m;230,76;4,8;4582;https://www.mercadolivre.com.br/3-mantas-asfaltica-aluminizada-telhado-auto-adesiva-45cmx10m/p/MLB24656724;N/A;5;03/04/2025;"Ótimo produto me atendeu perfeitamente.
Para quem ainda vai instalar, o local precisa estar limpo, sem poeira ou gordura. A manta não segura em paredes sem pintura e, se for possível aplicar uma demão de neutrol antes, a manta fixa melhor. Uma outra dica é aquecer a manta com soprador termico (ou secador de cabelo), ou aplicar com sol forte. O calor ajuda na fixação da manta."
433;15;Construção;MLB24656724;3 Mantas Asfáltica Aluminizada Telhado Auto Adesiva 45cmx10m;230,76;4,8;4582;https://www.mercadolivre.com.br/3-mantas-asfaltica-aluminizada-telhado-auto-adesiva-45cmx10m/p/MLB24656724;N/A;4;17/11/2023;"Melhor usar em um dia muito quente.
No meu caso precisava com urgência justamente por causa de um vazamento então não dava para esperar secar.
Mas funcionou bem."
433;15;Construção;MLB24656724;3 Mantas Asfáltica Aluminizada Telhado Auto Adesiva 45cmx10m;230,76;4,8;4582;https://www.mercadolivre.com.br/3-mantas-asfaltica-aluminizada-telhado-auto-adesiva-45cmx10m/p/MLB24656724;N/A;5;05/11/2023;Sem texto
433;15;Construção;MLB24656724;3 Mantas Asfáltica Aluminizada Telhado Auto Adesiva 45cmx10m;230,76;4,8;4582;https://www.mercadolivre.com.br/3-mantas-asfaltica-aluminizada-telhado-auto-adesiva-45cmx10m/p/MLB24656724;N/A;5;15/12/2024;Eu gostei muito do meu produto minha cominheira por mais vedada qe estava sempre entrava agua e com a manta ajudou muito já choveu e sem vestígio de água veda muito bem tão de parabéns.
433;15;Construção;MLB24656724;3 Mantas Asfáltica Aluminizada Telhado Auto Adesiva 45cmx10m;230,76;4,8;4582;https://www.mercadolivre.com.br/3-mantas-asfaltica-aluminizada-telhado-auto-adesiva-45cmx10m/p/MLB24656724;N/A;5;04/11/2023;Produto excelente já é minha segunda compra.
434;16;Construção;MLB16052642;Bomba Periferica Ferrari Acquapump 1/2cv Ip44 Monofasico Rotor Em Bronze Amarelo 220v 60 Monofásica;137,70;4,7;22592;https://www.mercadolivre.com.br/bomba-periferica-ferrari-acquapump-12cv-ip44-monofasico-rotor-em-bronze/p/MLB16052642;N/A;5;06/02/2022;Instalei a bomba conforme as instruções do manual e ela está funcionando perfeitamente. Como a caixa d'água fica a 8m acima da bomba, não tinha instalado a valvula de retenção, recomendado para altura de 20m, no entanto, notei que a água na tubulação baixava rapidamente quando a bomba era desligada e não puxava mais a água ao ser religada. Daí instalei a valvula logo na saída da bomba e resolveu o problema. Bomba de baixa custo e boa eficiência. Valeu a pena.
434;16;Construção;MLB16052642;Bomba Periferica Ferrari Acquapump 1/2cv Ip44 Monofasico Rotor Em Bronze Amarelo 220v 60 Monofásica;137,70;4,7;22592;https://www.mercadolivre.com.br/bomba-periferica-ferrari-acquapump-12cv-ip44-monofasico-rotor-em-bronze/p/MLB16052642;N/A;5;09/12/2021;Este produto é muito bom, já comprei uma 3 já, o produto é silencioso e não consome muita energia, quando usado para encher caixa d'água com boia eu recomendo o uso de boa de alta vazão para que o estrangulamento do fluxo da boia não forçar a bomba. E com uma boia de nível para desligar ao encher fica perfeito.
434;16;Construção;MLB16052642;Bomba Periferica Ferrari Acquapump 1/2cv Ip44 Monofasico Rotor Em Bronze Amarelo 220v 60 Monofásica;137,70;4,7;22592;https://www.mercadolivre.com.br/bomba-periferica-ferrari-acquapump-12cv-ip44-monofasico-rotor-em-bronze/p/MLB16052642;N/A;5;04/10/2023;Muito bom, silencioso, serviu corretamente para o projeto qie havia feito, falta água constantemente na minha chácara, instalei a bomba puxando água de uma caixa de 3. 000 litros e jogando direto no encanamento principal, fechando o registro que vem da rua para não mandat água para para o hidrômetro, ficou excelente, na caixa de 3. 000 litros fica em uma base no chão.
434;16;Construção;MLB16052642;Bomba Periferica Ferrari Acquapump 1/2cv Ip44 Monofasico Rotor Em Bronze Amarelo 220v 60 Monofásica;137,70;4,7;22592;https://www.mercadolivre.com.br/bomba-periferica-ferrari-acquapump-12cv-ip44-monofasico-rotor-em-bronze/p/MLB16052642;N/A;5;12/05/2023;Eu achei muito boa serviu muito bem para o que eu precisava é bem silênciosa excelente gostei muito já testei e focionou muito bem.
434;16;Construção;MLB16052642;Bomba Periferica Ferrari Acquapump 1/2cv Ip44 Monofasico Rotor Em Bronze Amarelo 220v 60 Monofásica;137,70;4,7;22592;https://www.mercadolivre.com.br/bomba-periferica-ferrari-acquapump-12cv-ip44-monofasico-rotor-em-bronze/p/MLB16052642;N/A;5;18/11/2021;Ótimo produto! bomba muito silenciosa! comprei para utilizar em uma caixinha de esgoto que eu tenho no quintal, pois a tubulação de esgoto principal era acima do nível do meu quintal e não tinha como dispensar o esgoto acumulado, já estava ficando um lamaçal no fundo. Liguei a bomba nessa caixa de esgoto, liguei a saída no tubo de esgoto que ia pra rua e deu super certo! agora é só comprar uma bóia elétrica pra ficar ainda melhor.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;4;14/10/2025;O fio em si não é 4mm. São exatos 2mm de fio em cobre, e 4mm é considerando com a parte isolante do cabo.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;21/10/2025;Boa qualidade.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;19/09/2025;"Precisa do 2. 5 ? compre o 4mm ou 6mm.
A qualidade e boa mas nao supera a sil."
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;4;21/09/2025;Não é bem um 4,mm mas dá pra o gasto.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;22/08/2025;Muito bom.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;02/12/2024;Muito bom.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;14/11/2025;Sem texto
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;23/10/2025;Aparentemente parece ser , bom o produto.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;23/11/2025;Super top me agradou e vai servir gostei.
435;17;Construção;MLB51911534;Fio 4mm Cabo Flexível 25m Elétrico 750v Vermelho Screen Vision;29,99;4,5;3900;https://www.mercadolivre.com.br/fio-4mm-cabo-flexivel-25m-eletrico-750v-vermelho-screen-vision/p/MLB51911534;N/A;5;04/10/2025;Sem texto
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;26/09/2025;Essa manta e excelente. Eu iria gastar um absurdo com calhas e para fazer essa pedaço não gastei 100$ muito boa mesmo parabéns pelo fabricante.
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;27/08/2024;Excelente qualidade. Ja conheço esse produto, doi. Muito útil aqui em minha casa. Acabou com as goteiras. Essa. Manta ja é a segunda q eu compro.
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;12/06/2025;"Produto muito bom, usei antes de colar o feltro e deu tudo certo.
O tamanho ajuda muito em grande área."
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;07/10/2025;Coloquei nesta area do telhado, ficou top, amanhã tiro mais fotos tudo pronto e posto aqui, e eficiente produto.
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;17/08/2025;Sem texto
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;30/05/2025;Sem texto
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;09/07/2024;Foi ótimo.
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;19/10/2025;Sem texto
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;06/11/2025;Sem texto
436;18;Construção;MLB28714629;Manta Asfáltica Auto Adesiva Aluminizada 45 Cm X 10 M Dryko;61,89;4,9;3052;https://www.mercadolivre.com.br/manta-asfaltica-auto-adesiva-aluminizada-45-cm-x-10-m-dryko/p/MLB28714629;N/A;5;20/11/2025;Fiz um preparo de limpeza apliquei duas demãos de vedacit asfáltica e apliquei a manta. Até agora tudo ok.
437;1;Câmeras e Acessórios;MLB51892201;Microfone Hollyland Lark M2 Lark M2 Combo Branco Branco;899,00;4,9;13435;https://www.mercadolivre.com.br/microfone-hollyland-lark-m2-lark-m2-combo-branco-branco/p/MLB51892201;;;;
